nama file,true_label,pred_label
test_p_349.jpeg,PNEUMONIA,PNEUMONIA
test_p_35.jpeg,PNEUMONIA,PNEUMONIA
test_p_350.jpeg,PNEUMONIA,PNEUMONIA
test_p_351.jpeg,PNEUMONIA,PNEUMONIA
test_p_352.jpeg,PNEUMONIA,PNEUMONIA
test_p_353.jpeg,PNEUMONIA,PNEUMONIA
test_p_354.jpeg,PNEUMONIA,PNEUMONIA
test_p_355.jpeg,PNEUMONIA,PNEUMONIA
test_p_356.jpeg,PNEUMONIA,PNEUMONIA
test_p_357.jpeg,PNEUMONIA,PNEUMONIA
test_p_358.jpeg,PNEUMONIA,PNEUMONIA
test_p_359.jpeg,PNEUMONIA,PNEUMONIA
test_p_36.jpeg,PNEUMONIA,PNEUMONIA
test_p_360.jpeg,PNEUMONIA,PNEUMONIA
test_p_361.jpeg,PNEUMONIA,PNEUMONIA
test_p_362.jpeg,PNEUMONIA,PNEUMONIA
test_p_363.jpeg,PNEUMONIA,PNEUMONIA
test_p_364.jpeg,PNEUMONIA,PNEUMONIA
test_p_365.jpeg,PNEUMONIA,PNEUMONIA
test_p_366.jpeg,PNEUMONIA,PNEUMONIA
test_p_367.jpeg,PNEUMONIA,PNEUMONIA
test_p_368.jpeg,PNEUMONIA,PNEUMONIA
test_p_369.jpeg,PNEUMONIA,PNEUMONIA
test_p_37.jpeg,PNEUMONIA,PNEUMONIA
test_p_370.jpeg,PNEUMONIA,PNEUMONIA
test_p_371.jpeg,PNEUMONIA,PNEUMONIA
test_p_372.jpeg,PNEUMONIA,PNEUMONIA
test_p_373.jpeg,PNEUMONIA,PNEUMONIA
test_p_374.jpeg,PNEUMONIA,PNEUMONIA
test_p_375.jpeg,PNEUMONIA,PNEUMONIA
test_p_376.jpeg,PNEUMONIA,PNEUMONIA
test_p_377.jpeg,PNEUMONIA,PNEUMONIA
test_p_378.jpeg,PNEUMONIA,PNEUMONIA
test_p_379.jpeg,PNEUMONIA,PNEUMONIA
test_p_38.jpeg,PNEUMONIA,PNEUMONIA
test_p_380.jpeg,PNEUMONIA,PNEUMONIA
test_p_381.jpeg,PNEUMONIA,PNEUMONIA
test_p_382.jpeg,PNEUMONIA,PNEUMONIA
test_p_383.jpeg,PNEUMONIA,PNEUMONIA
test_p_384.jpeg,PNEUMONIA,PNEUMONIA
test_p_385.jpeg,PNEUMONIA,PNEUMONIA
test_p_386.jpeg,PNEUMONIA,PNEUMONIA
test_p_387.jpeg,PNEUMONIA,PNEUMONIA
test_p_388.jpeg,PNEUMONIA,PNEUMONIA
test_p_389.jpeg,PNEUMONIA,PNEUMONIA
test_p_39.jpeg,PNEUMONIA,PNEUMONIA
test_p_390.jpeg,PNEUMONIA,PNEUMONIA
test_p_4.jpeg,PNEUMONIA,PNEUMONIA
test_p_40.jpeg,PNEUMONIA,PNEUMONIA
test_p_41.jpeg,PNEUMONIA,PNEUMONIA
test_p_42.jpeg,PNEUMONIA,PNEUMONIA
test_p_43.jpeg,PNEUMONIA,PNEUMONIA
test_p_44.jpeg,PNEUMONIA,PNEUMONIA
test_p_45.jpeg,PNEUMONIA,PNEUMONIA
test_p_46.jpeg,PNEUMONIA,PNEUMONIA
test_p_47.jpeg,PNEUMONIA,PNEUMONIA
test_p_48.jpeg,PNEUMONIA,PNEUMONIA
test_p_49.jpeg,PNEUMONIA,PNEUMONIA
test_p_5.jpeg,PNEUMONIA,PNEUMONIA
test_p_50.jpeg,PNEUMONIA,PNEUMONIA
test_p_51.jpeg,PNEUMONIA,PNEUMONIA
test_p_52.jpeg,PNEUMONIA,PNEUMONIA
test_p_53.jpeg,PNEUMONIA,PNEUMONIA
test_p_54.jpeg,PNEUMONIA,PNEUMONIA
test_p_55.jpeg,PNEUMONIA,PNEUMONIA
test_p_56.jpeg,PNEUMONIA,PNEUMONIA
test_p_57.jpeg,PNEUMONIA,PNEUMONIA
test_p_58.jpeg,PNEUMONIA,PNEUMONIA
test_p_59.jpeg,PNEUMONIA,PNEUMONIA
test_p_6.jpeg,PNEUMONIA,PNEUMONIA
test_p_60.jpeg,PNEUMONIA,PNEUMONIA
test_p_61.jpeg,PNEUMONIA,PNEUMONIA
test_p_62.jpeg,PNEUMONIA,PNEUMONIA
test_p_63.jpeg,PNEUMONIA,PNEUMONIA
test_p_64.jpeg,PNEUMONIA,PNEUMONIA
test_p_65.jpeg,PNEUMONIA,PNEUMONIA
test_p_66.jpeg,PNEUMONIA,PNEUMONIA
test_p_67.jpeg,PNEUMONIA,PNEUMONIA
test_p_68.jpeg,PNEUMONIA,PNEUMONIA
test_p_69.jpeg,PNEUMONIA,PNEUMONIA
test_p_7.jpeg,PNEUMONIA,PNEUMONIA
test_p_70.jpeg,PNEUMONIA,PNEUMONIA
test_p_71.jpeg,PNEUMONIA,PNEUMONIA
test_p_72.jpeg,PNEUMONIA,PNEUMONIA
test_p_73.jpeg,PNEUMONIA,PNEUMONIA
test_p_74.jpeg,PNEUMONIA,PNEUMONIA
test_p_75.jpeg,PNEUMONIA,PNEUMONIA
test_p_76.jpeg,PNEUMONIA,PNEUMONIA
test_p_77.jpeg,PNEUMONIA,PNEUMONIA
test_p_78.jpeg,PNEUMONIA,PNEUMONIA
test_p_79.jpeg,PNEUMONIA,PNEUMONIA
test_p_8.jpeg,PNEUMONIA,PNEUMONIA
test_p_80.jpeg,PNEUMONIA,PNEUMONIA
test_p_81.jpeg,PNEUMONIA,PNEUMONIA
test_p_82.jpeg,PNEUMONIA,PNEUMONIA
test_p_83.jpeg,PNEUMONIA,PNEUMONIA
test_p_84.jpeg,PNEUMONIA,PNEUMONIA
test_p_85.jpeg,PNEUMONIA,PNEUMONIA
test_p_86.jpeg,PNEUMONIA,PNEUMONIA
test_p_87.jpeg,PNEUMONIA,PNEUMONIA
test_p_88.jpeg,PNEUMONIA,PNEUMONIA
test_p_89.jpeg,PNEUMONIA,PNEUMONIA
test_p_9.jpeg,PNEUMONIA,PNEUMONIA
test_p_90.jpeg,PNEUMONIA,PNEUMONIA
test_p_91.jpeg,PNEUMONIA,PNEUMONIA
test_p_92.jpeg,PNEUMONIA,PNEUMONIA
test_p_93.jpeg,PNEUMONIA,PNEUMONIA
test_p_94.jpeg,PNEUMONIA,PNEUMONIA
test_p_95.jpeg,PNEUMONIA,PNEUMONIA
test_p_96.jpeg,PNEUMONIA,PNEUMONIA
test_p_97.jpeg,PNEUMONIA,PNEUMONIA
test_p_98.jpeg,PNEUMONIA,PNEUMONIA
test_p_99.jpeg,PNEUMONIA,PNEUMONIA
